category,filename,source_url,source_pages,sha256,bytes
ui-sprites,source/ui/icon-gear.webp,https://mistral.ai/_astro/icon-gear_231oIE.webp?dpl=6a3ad1d1ddeeff3ec7c9cb8e,https://mistral.ai/ | https://mistral.ai/fr/ | https://mistral.ai/fr/industry/manufacturing/ | https://mistral.ai/fr/products/forge/ | https://mistral.ai/fr/solutions/custom-model-training/ | https://mistral.ai/industry/manufacturing/ | https://mistral.ai/it/ | https://mistral.ai/it/industry/manufacturing/ | https://mistral.ai/it/products/forge/ | https://mistral.ai/it/solutions/custom-model-training/ | https://mistral.ai/preview/ | https://mistral.ai/products/forge/ | https://mistral.ai/solutions/custom-model-training/,a8d774cbd86be93e62f5db1aa8b91851828a3c469f1c06d6a35631eebfce341d,3786
ui-sprites,source/ui/icon-hammer.svg,https://mistral.ai/cms-media/api/media/file/icon-hammer.svg,https://mistral.ai/fr/products/compute/ | https://mistral.ai/it/products/compute/ | https://mistral.ai/products/compute/,c777c0be61c5ad23f0497c9ac656763f222787cc08bc5b44b2dad7cfb9c42607,7240
ui-sprites,source/ui/icon-headset.svg,https://mistral.ai/cms-media/api/media/file/icon-headset.svg,https://mistral.ai/contact/ | https://mistral.ai/fr/contact/ | https://mistral.ai/fr/products/compute/ | https://mistral.ai/fr/solutions/speech/ | https://mistral.ai/it/contact/ | https://mistral.ai/it/products/compute/ | https://mistral.ai/it/solutions/speech/ | https://mistral.ai/products/compute/ | https://mistral.ai/solutions/speech/,e8593f26d43a38dcdaaaebb836bf8667a617adde1fa7b4dcae376f586769a87a,3141
ui-sprites,source/ui/icon-house.svg,https://mistral.ai/cms-media/api/media/file/icon-house.svg,https://mistral.ai/fr/products/vibe/ | https://mistral.ai/it/products/vibe/ | https://mistral.ai/products/vibe/,4321fdcb19a0c2ea95b06e86eafe28de17487bd43a54e1fc461e3dcb90192b75,15119
ui-sprites,source/ui/icon-key.webp,https://mistral.ai/_astro/icon-key_Z1U8cmF.webp?dpl=6a3ad1d1ddeeff3ec7c9cb8e,https://mistral.ai/about/ | https://mistral.ai/fr/about/ | https://mistral.ai/fr/industry/public-sector/ | https://mistral.ai/fr/solutions/custom-model-training/ | https://mistral.ai/industry/public-sector/ | https://mistral.ai/it/about/ | https://mistral.ai/it/industry/public-sector/ | https://mistral.ai/it/solutions/custom-model-training/ | https://mistral.ai/solutions/custom-model-training/,e4bdf7a1ee52fa0a0ef834e3f23c001cc693dba691aef248a145887e369d050f,2792
ui-sprites,source/ui/icon-lab-beaker.svg,https://mistral.ai/cms-media/api/media/file/icon-lab-beaker.svg,https://mistral.ai/fr/products/compute/ | https://mistral.ai/fr/solutions/custom-model-training/ | https://mistral.ai/fr/solutions/document-ai/ | https://mistral.ai/it/products/compute/ | https://mistral.ai/it/solutions/custom-model-training/ | https://mistral.ai/it/solutions/document-ai/ | https://mistral.ai/products/compute/ | https://mistral.ai/solutions/custom-model-training/ | https://mistral.ai/solutions/document-ai/,9f208aa6e488c0cc5d2df9ca3420040a7a24fabb98a9020ebebc88488d12f473,2742
ui-sprites,source/ui/icon-layers-stack.svg,https://mistral.ai/cms-media/api/media/file/icon-layers-stack.svg,https://mistral.ai/fr/services/ | https://mistral.ai/fr/solutions/custom-model-training/ | https://mistral.ai/it/services/ | https://mistral.ai/it/solutions/custom-model-training/ | https://mistral.ai/services/ | https://mistral.ai/solutions/custom-model-training/,5553e87afb4ef439ee3ca4dae671c46ebec3486b8869c4d3ee7687627752fe3b,10833
ui-sprites,source/ui/icon-lock.svg,https://mistral.ai/cms-media/api/media/file/icon-lock.svg,https://mistral.ai/careers/ | https://mistral.ai/contact/ | https://mistral.ai/fr/careers/ | https://mistral.ai/fr/contact/ | https://mistral.ai/fr/industry/manufacturing/ | https://mistral.ai/fr/solutions/coding/ | https://mistral.ai/industry/manufacturing/ | https://mistral.ai/it/careers/ | https://mistral.ai/it/contact/ | https://mistral.ai/it/industry/manufacturing/ | https://mistral.ai/it/solutions/coding/ | https://mistral.ai/solutions/coding/,2b99cd3b9775db8ad3fa5e68c43e9fc8e5bf8101b123b8c508c06c41a408d346,2097
ui-sprites,source/ui/icon-m-book-red.svg,https://mistral.ai/cms-media/api/media/file/icon-m-book-red.svg,https://mistral.ai/fr/pricing/ | https://mistral.ai/fr/products/vibe/code/ | https://mistral.ai/it/pricing/ | https://mistral.ai/it/products/vibe/code/ | https://mistral.ai/pricing/ | https://mistral.ai/products/vibe/code/,a0f3ff51a4d8373991a59bd0dc98870303cd41f7877340200b08edb9ef5fa00c,2138
ui-sprites,source/ui/icon-m-cloud.svg,https://mistral.ai/cms-media/api/media/file/icon-m-cloud.svg,https://mistral.ai/fr/services/ | https://mistral.ai/it/services/ | https://mistral.ai/services/,881b0a22f25472263fb7e45256b27e96f9d5aaadfe87b449a6ae91105f7e1fed,20700
ui-sprites,source/ui/icon-m-coin.webp,https://mistral.ai/_astro/icon-m-coin_1B9A9Y.webp?dpl=6a3ad1d1ddeeff3ec7c9cb8e,https://mistral.ai/fr/services/ | https://mistral.ai/it/services/ | https://mistral.ai/services/,a38703ba68e9484be8207cb3e1e3de5401486504ed1c6c8e06ff45f8520c4cbd,2502
ui-sprites,source/ui/icon-m-fire.svg,https://mistral.ai/cms-media/api/media/file/icon-m-fire.svg,https://mistral.ai/fr/services/ | https://mistral.ai/it/services/ | https://mistral.ai/services/,3bef51f8ccdea33d086d8de89ce26e3dd426cc36bf42284fa7a7342e3f696f8a,4115
